1.11227	-0.345324
0.0150519	0.21756
-0.204943	0.730319
0.669917	-1.13146
-0.954627	0.494877
-nan	-nan
-nan	-nan
0.232827	-1.16744
0.543431	-0.000613194
-0.87808	0.407
0.177145	-0.351062
-nan	-nan
0.180363	-1.22143
1.41282	0.743435
0.651856	0.165755
0.549754	-0.655673
-0.363827	-1.86839
-0.315872	0.333528
-0.453515	0.546511
-0.630961	-0.165318
0.0464315	-1.30906
-0.163262	0.630707
-nan	-nan
-nan	-nan
-0.256899	-1.54224
0.449923	-0.482086
-0.55019	0.901273
-nan	-nan
-nan	-nan
-0.0486409	0.84216
-0.786407	-1.11398
-0.239992	0.167603
0.340458	-1.72019
0.627919	1.32815
-0.686596	0.335554
-1.0283	0.361961
1.11047	0.112494
0.0689212	-0.541008
-0.104633	2.19154
-nan	-nan
-nan	-nan
-0.179514	-0.148914
-nan	-nan
-nan	-nan
1.40791	0.0634488
0.372859	-0.66641
0.594661	0.716542
0.588672	-0.289048
-0.84165	0.0557316
-nan	-nan
-0.660924	-0.665976
-nan	-nan
1.36329	-0.669457
-0.499838	-0.336576
-nan	-nan
-nan	-nan
-1.13476	-0.986833
-nan	-nan
-0.251735	-1.01772
0.308156	-0.228702
1.69768	1.14797
-1.68371	-1.00358
-0.51133	-1.44897
1.88964	-0.0909391
0.7394	0.748816
-nan	-nan
0.349548	0.00137212
-0.17538	0.0956755
0.20699	-0.171528
-nan	-nan
-0.0520047	-1.31165
0.651173	0.568332
-0.02506	0.911846
-nan	-nan
-nan	-nan
-0.703346	0.328814
-2.01789	-0.733352
-0.240122	0.149759
0.664038	1.03614
-1.6098	-0.314285
0.0966487	0.722796
-2.27541	1.50019
-2.86535	0.0110029
-1.13357	-0.959124
0.875733	-1.11462
-0.504382	-0.58319
-0.06171	-0.462268
-nan	-nan
-nan	-nan
-nan	-nan
0.109548	0.710723
0.234653	0.629977
-0.70438	1.41239
0.18856	-0.461168
0.0520167	0.785077
0.0338779	-0.86834
-nan	-nan
0.91911	-1.44244
-0.103984	0.872401
0.30937	-1.0089
-0.380643	0.381221
-1.58099	0.915685
0.630429	-0.422404
0.168477	1.42743
-0.61427	-0.202859
1.25446	0.647264
-1.70677	-0.611164
0.634986	1.90368
-0.627622	-0.496622
1.08108	0.881022
-0.689018	-0.502009
-nan	-nan
-1.33107	-0.407248
-1.29707	1.13742
-0.196516	0.469988
1.45235	-0.0459499
0.265823	-0.399712
-0.807873	0.24418
-1.38975	1.3938
-2.01451	-1.50199
-nan	-nan
-0.417542	-0.211355
1.30848	1.5659
-nan	-nan
0.734003	0.391344
-0.0300157	-0.524917
-nan	-nan
-nan	-nan
1.53015	-1.12277
-nan	-nan
-1.57821	0.917618
-0.0487499	-0.791221
1.67756	0.567776
0.240912	-0.51735
-0.203263	-0.269799
0.0978839	-1.42653
-1.6121	0.788349
-0.0275823	0.876185
-1.53165	-0.30743
0.314142	-0.648224
-0.22091	-0.20819
-nan	-nan
-0.354263	-1.32063
-0.181786	-0.30913
0.128458	-0.71732
-nan	-nan
1.96018	0.433323
0.444511	-0.101363
-0.783412	0.318215
-0.259434	-1.99746
-nan	-nan
0.0371092	-0.763396
-nan	-nan
-nan	-nan
-0.517966	1.96392
0.665827	0.151865
-nan	-nan
0.857424	-1.06859
-nan	-nan
-0.43499	0.936791
-0.277258	-0.0551386
1.06771	0.891413
0.301126	0.135317
-nan	-nan
-1.93125	0.926149
-0.306314	-0.928046
0.151804	0.916502
-0.405601	-0.449779
-nan	-nan
-nan	-nan
-nan	-nan
0.187781	0.0756701
-nan	-nan
0.0861085	-0.0454867
0.729297	-1.52908
-0.872752	0.281382
0.447883	0.85349
-1.47434	1.05954
1.28335	-2.19109
0.276114	0.609799
-nan	-nan
-0.501192	0.0520264
-nan	-nan
0.416466	0.72312
-0.78567	1.62091
-0.808	-0.729866
0.452293	-1.15556
0.610656	0.169368
-nan	-nan
0.975841	-0.143516
-nan	-nan
-nan	-nan
1.04632	-0.328249
-0.77825	-2.40417
0.377001	-0.431344
-0.678664	1.02505
-1.14988	-0.627166
-0.502678	-0.992342
0.0877413	-0.55713
-nan	-nan
0.881489	-0.864859
-1.26886	-0.611735
-0.200365	-1.21102
-nan	-nan
-nan	-nan
0.624953	-0.847607
0.333222	0.25705
-nan	-nan
-1.34217	0.0194369
-nan	-nan
1.98494	-0.674338
0.340638	0.468875
0.161291	-0.219668
-0.426626	-0.128978
-nan	-nan
-0.310406	0.747651
-1.92944	0.769826
-0.694301	0.826924
0.835842	-0.936524
-nan	-nan
-0.350526	0.273751
-nan	-nan
-nan	-nan
0.77321	0.874241
-0.00485421	1.09146
0.472957	-0.648117
-1.98845	0.230414
-nan	-nan
0.191693	-0.652605
-0.166066	1.5358
-0.414225	0.368252
2.10066	-0.050044
-0.199031	0.654753
-0.27469	-0.510469
-1.04683	-0.480992
0.773529	-0.4344
-0.327105	0.289624
-0.930035	1.075
-nan	-nan
-0.0549746	-1.95596
0.324434	-0.20163
-0.200724	-1.53203
1.58453	-0.0456153
-1.6155	-1.05649
0.285376	1.3417
-0.792815	0.519586
0.385022	1.12827
-nan	-nan
1.63034	-0.0181145
-nan	-nan
-nan	-nan
-nan	-nan
1.6266	0.210045
1.70587	0.490551
0.348298	-1.40829
1.08868	-0.0575566
-0.504735	-2.01568
0.736793	-0.975301
-nan	-nan
1.57865	-1.44318
0.508749	0.414338
-0.989536	-0.0984918
1.0349	-1.55905
-0.894186	-2.07984
1.31155	0.0980181
-1.21888	1.06077
-2.27515	1.98197
0.638659	-1.13067
-0.626205	-0.173432
1.24156	0.614988
1.08998	1.73501
-nan	-nan
-nan	-nan
-0.602878	0.841526
-nan	-nan
-0.899837	0.655094
1.13181	-1.17476
-0.869373	-0.555971
1.49947	1.29889
2.03384	-0.430567
-nan	-nan
-1.00513	0.297628
0.0165057	1.44298
1.26119	0.273189
-1.19595	0.368497
-0.700757	0.646285
-1.14708	-0.796369
0.643531	-0.537381
-nan	-nan
-nan	-nan
-nan	-nan
1.18643	0.875006
0.125258	0.852125
-nan	-nan
0.558637	2.21171
1.14698	1.23901
0.427522	1.27114
-0.312623	-0.581756
0.230063	-0.903062
0.696948	1.10126
0.356815	0.650435
0.0585602	0.577056
-1.21317	-0.544914
-1.11667	-0.512803
-0.187078	-1.55226
-2.21264	-0.679442
-0.06	-0.98352
-nan	-nan
-nan	-nan
-1.55267	0.313006
0.261899	0.457198
-1.15435	-0.718852
1.86364	0.184106
-0.573896	-1.80949
0.28854	-0.854688
-0.625874	-0.239897
-nan	-nan
-0.644989	-0.947369
0.13636	-0.00387584
2.42542	-1.43055
0.155446	0.311759
-nan	-nan
-nan	-nan
-nan	-nan
-1.23051	-0.118464
0.252316	0.862144
-0.378727	1.02863
-nan	-nan
-1.1643	1.44864
-nan	-nan
1.51486	-0.173139
-0.685861	1.16042
-0.764402	0.257913
-nan	-nan
-1.04372	0.0965833
0.21371	1.20711
-3.00604	-1.32119
-0.502093	0.0124888
0.323816	-1.6591
0.60723	1.70775
0.600743	-0.82416
0.210519	-0.848739
-nan	-nan
-1.20912	-0.361344
-0.464677	2.82242
-0.640361	-1.52462
-nan	-nan
-nan	-nan
-0.0195486	-0.0766165
-1.54299	-0.00959921
0.263218	1.45842
-nan	-nan
-1.37852	-0.798319
0.134664	1.33367
0.265929	-0.8261
0.367702	-2.17542
-0.377167	-0.688908
-0.543059	-1.96897
0.492922	0.144194
1.64884	-0.431532
-0.293548	-0.350348
0.743531	-0.984079
0.540309	0.353527
-0.753598	-1.29597
1.47731	0.455006
1.10171	-0.81268
-0.235674	-0.71949
-1.42455	1.16886
-0.132858	1.09256
-0.0928813	-0.828279
-nan	-nan
-0.448475	-1.644
-nan	-nan
0.123111	-0.571169
0.254168	-2.05848
-0.0848471	1.82853
-0.151524	-1.3944
0.468856	-0.165008
0.310053	-0.140009
0.760262	1.60321
0.829739	-0.327989
-nan	-nan
-0.844694	-1.97135
-nan	-nan
-1.134	-0.670597
-nan	-nan
-1.69919	-0.801911
-1.09677	-2.34141
-0.13948	-0.310901
-0.138016	1.31071
-0.119671	0.485458
0.124617	1.15604
-1.20044	-0.0634418
-nan	-nan
0.619344	0.650803
1.08497	0.58789
-0.315942	0.285353
0.833198	0.169125
-0.549961	0.491926
-0.556453	-2.42153
-1.05329	-0.136708
2.0429	-1.39518
-nan	-nan
0.229169	-0.217394
-0.690613	-0.316003
0.330877	-0.00410245
-1.77445	0.195464
-1.88816	-0.896901
-0.179773	0.0171195
0.117053	1.47661
-1.1495	-1.29431
-2.94684	-0.694061
-0.960737	-0.377915
-0.492357	-0.208745
-1.17165	0.15934
0.959181	-0.999937
-nan	-nan
0.422944	0.710212
-1.91683	0.906637
-0.44922	-0.0384111
-nan	-nan
-nan	-nan
0.356054	-1.87284
2.27329	1.0698
-nan	-nan
-0.57028	-1.04498
-0.30998	1.44735
1.74588	0.802959
-0.598381	0.421598
0.568282	-0.29284
-1.52117	0.875538
0.604587	-1.74342
0.437337	-0.223763
-0.744955	-0.499866
0.351192	-0.309608
0.864897	0.912439
-1.00588	0.620767
0.402587	0.233434
0.322301	0.00206012
-0.512103	0.788009
1.52748	1.45262
-nan	-nan
-0.778291	1.56437
2.13517	0.582731
-1.98035	2.16072
0.650391	0.509372
-1.1234	-0.322951
-nan	-nan
0.694092	-1.04156
-2.07625	0.586999
-0.171905	-0.763328
-1.54437	0.765931
0.610151	-0.694195
-0.75529	1.22303
1.47162	0.919297
0.847707	-1.70459
-1.35725	0.612908
-1.35341	1.48941
-nan	-nan
-0.559222	0.491735
0.0116543	-0.0921129
0.373105	1.74196
-1.48884	1.68855
-nan	-nan
0.285328	-0.309209
0.640795	-1.26454
-nan	-nan
-nan	-nan
-0.115846	-0.0979134
0.561106	0.717567
1.08552	-0.570575
-nan	-nan
0.586219	0.0217491
0.973582	-1.18352
0.123515	1.18027
-nan	-nan
1.01831	0.344864
0.760699	-0.56614
-1.31567	0.571215
-0.145557	-0.454212
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-0.862407	1.02847
-nan	-nan
-nan	-nan
-nan	-nan
0.0543209	1.34389
-0.135726	-0.356116
1.67296	-0.988034
-1.18231	0.0749479
-nan	-nan
0.7811	-0.696316
0.259549	-1.06171
-1.36036	-0.9684
-1.04595	0.220314
-0.140902	-0.432668
1.31802	-1.04243
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-1.47305	-0.2591
-0.608243	0.0628201
-0.000596797	1.83951
0.457006	0.15164
-nan	-nan
0.0544218	-0.221772
-0.622496	-0.645023
-1.24179	0.0479497
0.519216	-1.75629
-nan	-nan
-0.639099	1.14398
-1.59159	-0.490526
1.21451	-0.657365
-0.352138	0.964171
0.27437	-1.9151
-0.361716	0.21736
0.396634	-0.561536
-0.865453	-1.01963
0.59191	-0.436011
-nan	-nan
-1.46745	0.113648
-0.940031	-0.178179
0.926254	-0.935215
0.293585	-0.140794
0.0601037	-0.453604
-nan	-nan
1.34768	-0.150857
-1.74837	0.89181
0.914121	0.571204
-0.676412	-2.00245
-0.142998	0.0108728
-0.298526	0.190126
1.55542	-1.02867
-0.358234	0.0196545
0.204469	0.687589
0.380778	1.10951
-0.426417	1.70389
-0.53819	-0.739158
-nan	-nan
-1.59509	2.32925
-1.15323	0.705198
-0.0518352	-0.589045
-0.392066	0.307156
0.148938	0.511004
-0.0234203	-0.822155
-1.87164	-0.072276
1.48645	-1.49793
-1.0044	-0.849405
0.89054	-0.76867
1.20126	-0.404992
-1.31834	-0.288997
-1.26947	0.626841
-1.22362	-0.0370959
0.356169	-0.406811
0.904166	-1.10682
0.227994	0.463192
-nan	-nan
-nan	-nan
0.521965	0.107134
-0.234698	-0.0267288
1.05431	-1.21493
0.310732	-0.151532
0.580238	-0.973562
2.243	-1.34131
-0.916013	-2.25665
0.979219	0.416923
-nan	-nan
-nan	-nan
0.131684	-0.840792
-0.588317	-0.394445
-0.429755	1.01161
-0.84177	-0.546802
-nan	-nan
-0.102344	0.318296
1.34803	-0.809613
-1.58157	-1.65769
1.28482	-1.23158
1.33222	-1.05803
0.235602	-1.72454
-nan	-nan
1.33241	1.22327
2.26881	-0.174453
0.215728	0.40248
-0.23569	-1.83252
-nan	-nan
0.662278	-2.12454
-0.427322	1.74228
2.05563	-0.639445
-nan	-nan
-1.67231	1.70901
-0.465279	1.09258
-nan	-nan
-0.933078	0.498469
-0.92803	1.47244
-nan	-nan
1.5841	0.916047
0.960922	-0.517344
-0.908796	0.115454
-1.52674	0.418856
0.658259	-0.487221
-1.15269	-0.417799
1.39564	1.57139
-0.452649	-0.27181
-nan	-nan
-1.7171	-0.0463441
0.722799	2.20791
-1.96874	0.306958
2.18128	-0.241284
-nan	-nan
-0.329138	-0.359549
-0.286449	0.354594
-nan	-nan
-0.312276	0.365181
1.95819	-1.58314
-1.63752	-1.86635
1.60023	0.926648
0.923717	-0.628725
-0.196862	0.294156
0.518413	-1.84471
0.329492	0.290317
1.27348	-0.431725
-0.161815	-1.00061
-nan	-nan
0.278834	-1.00582
-0.317393	0.231624
-1.13234	-0.986642
0.133191	-0.395331
-0.434544	0.950066
-nan	-nan
-1.23588	-0.937386
-0.0812203	0.237741
-nan	-nan
-0.535636	-0.732694
-nan	-nan
-0.0473596	0.921463
0.832338	-1.41744
-0.183925	-0.401028
-0.513939	-1.382
-nan	-nan
-0.796151	-1.34023
1.18925	0.612882
1.9763	-1.57813
0.231945	0.50617
-1.57112	0.708246
1.18254	0.223923
-nan	-nan
0.0876109	1.07182
-0.64169	1.07263
-0.455154	-0.127534
2.42083	0.55652
-0.772441	-0.920706
1.32092	0.336145
-0.646634	-0.959932
1.37372	-0.20425
-0.447918	-0.504775
-nan	-nan
0.917533	-0.588643
-2.74477	0.198504
-0.96364	0.715893
-nan	-nan
-nan	-nan
-0.620874	0.738267
0.851417	0.148512
0.112243	0.543737
-nan	-nan
-0.122439	-1.51246
-0.534336	-1.68539
0.841357	0.653834
-0.358843	2.48298
-0.953798	0.573423
0.179375	0.270902
1.76339	0.812296
-0.116425	-0.157353
-0.823482	-0.148537
0.513797	-0.513725
-0.0252659	-0.848424
-0.875703	0.742197
-nan	-nan
-1.91837	-0.201187
-0.312383	-0.191254
1.85349	0.679328
-0.0815147	-0.976403
0.694711	-0.471723
0.945976	-0.468831
-nan	-nan
-0.123926	0.0351761
0.420002	0.193073
-0.350986	-0.452096
0.968302	-0.631464
1.15001	2.0484
-0.00766553	-0.64324
0.963521	1.10341
1.41174	0.391707
-nan	-nan
-nan	-nan
-0.860415	1.21038
0.0338372	1.42696
0.997457	-0.424985
-0.446134	0.186504
0.195661	0.454705
1.03521	1.03697
0.96574	1.94969
-0.4507	1.35217
0.633277	-0.684197
-0.65094	-0.262045
1.26492	0.340001
-2.41249	0.141027
-0.51049	-0.873882
-nan	-nan
-0.42465	-0.610479
-0.885627	0.187631
0.94483	0.271917
-0.775189	1.4817
0.53366	-0.0580656
-1.11987	1.69765
-0.259652	-0.858762
-0.146177	0.454168
0.794237	0.840478
1.72797	0.140634
-nan	-nan
0.504526	0.398037
-0.501944	-1.45232
-1.00083	1.00247
-1.27258	-1.70813
0.850018	0.353294
0.012871	0.450582
-1.3949	-0.584565
1.22388	1.82168
-0.981723	0.116521
-0.79982	0.0248341
-1.37496	-0.198807
2.13835	0.874718
-1.23224	-1.72464
-0.425022	-0.804057
0.575301	-0.334859
-nan	-nan
-0.533723	-0.149651
-nan	-nan
-0.763435	-0.217668
-nan	-nan
-nan	-nan
0.24051	-0.122021
2.3646	0.43916
0.490386	0.276534
-nan	-nan
-0.873284	-0.798996
-0.203214	1.08733
0.392425	0.424804
-0.314904	-0.440232
-nan	-nan
-0.137887	0.593619
1.13257	-0.155106
-0.492172	0.913626
1.33888	-0.422398
-1.51894	0.0140732
-0.72655	-1.36582
1.10429	-0.92839
0.466673	-2.07921
1.23838	-0.234217
-nan	-nan
-0.772043	-1.70465
-0.242167	0.246836
-nan	-nan
1.64967	-0.879063
-0.680802	0.27277
3.22365	-1.5556
1.3739	-1.60592
-nan	-nan
-0.849193	0.688428
-1.86639	-0.771748
-1.00577	0.778613
-nan	-nan
-nan	-nan
-0.47892	0.851167
1.51017	-1.15319
0.150488	-0.265
0.29438	0.631297
-nan	-nan
0.967596	0.274034
-nan	-nan
-0.722136	0.871375
-0.115458	1.0564
-1.10793	-0.317162
1.18647	-0.525837
-nan	-nan
1.20538	-0.521689
1.25098	-0.0498771
-0.43031	0.912211
1.3683	0.920795
1.4571	-0.96685
-0.334378	-0.044982
-0.466274	1.7909
-1.44938	-1.17012
0.315463	-1.40866
-nan	-nan
-0.685244	-0.548615
1.25698	1.63214
-0.45659	0.310841
-nan	-nan
-0.145319	-0.127571
-nan	-nan
0.112429	0.987519
-0.22607	0.977453
0.359222	-0.567934
0.805092	-2.68366
-0.504102	3.15368
-nan	-nan
-0.649642	-0.750101
-0.594936	0.95947
-0.635975	-1.62355
1.74108	1.19597
0.152255	-1.60785
-1.24553	0.652966
-nan	-nan
0.16725	-1.05722
-1.11654	2.08249
-nan	-nan
-0.282924	-3.29025
0.525393	-0.380675
1.36325	-1.74866
0.246115	-0.6074
0.804654	0.0695395
-nan	-nan
1.1986	-0.832711
-nan	-nan
1.53268	1.48669
0.412916	-0.599003
-nan	-nan
0.397534	0.500094
-1.20869	-0.765585
-nan	-nan
-nan	-nan
1.91905	-0.596355
0.410189	3.17214
0.282199	-0.628545
0.620547	-0.219251
-0.324409	0.349575
0.24684	-0.189523
-nan	-nan
0.019309	0.26798
0.406264	-0.500542
2.36881	0.763687
-1.79013	-0.398037
0.0201361	-0.778006
-0.794867	1.06015
-0.693394	-1.62457
-0.77857	-2.04444
-0.352549	-0.772974
0.437116	0.475903
2.13208	-0.180431
0.736714	0.14102
-nan	-nan
-0.531206	1.65205
-1.82794	-0.557976
-0.42599	0.99107
-0.203944	-1.07808
-nan	-nan
0.949795	-1.21982
-0.060277	-1.33378
-0.584863	1.16521
-nan	-nan
-0.723254	-0.199963
-0.974364	-0.236896
0.00828389	0.795279
-0.490315	-0.635098
-0.306699	-1.18134
0.838225	-0.854489
-0.543136	-0.779327
0.383825	0.0646544
1.03402	-1.56719
-0.0945407	-0.561038
-1.04988	-2.39218
-nan	-nan
1.77819	0.56226
-0.137174	-0.327149
-0.744917	-1.28389
1.29724	-0.259365
0.172039	0.559293
0.06323	-0.0661215
-nan	-nan
-0.963576	-1.07814
-nan	-nan
2.53538	1.98464
-1.5217	0.0228876
-nan	-nan
1.27393	0.101591
0.677359	-0.366494
-nan	-nan
-0.964737	1.90124
0.14177	1.70341
0.377553	0.721894
0.271301	0.00710348
-1.48125	0.990193
-0.169344	-1.19912
1.0918	-0.753506
-nan	-nan
2.55959	-0.191359
-nan	-nan
-nan	-nan
0.300171	-0.881597
-1.26205	-0.148108
0.137749	-0.428778
1.47962	0.512618
-nan	-nan
-1.56683	0.141767
-nan	-nan
-0.188581	0.777635
-0.487545	1.74683
0.0979801	0.968796
0.752734	-0.398865
-0.19992	-0.268387
-0.495069	1.18406
2.48802	-0.317015
0.644119	0.177508
1.28019	0.242492
-nan	-nan
-0.244747	-0.0598334
-nan	-nan
-nan	-nan
-nan	-nan
0.167966	0.982098
-nan	-nan
1.35602	0.329775
1.26571	-1.15669
-1.79205	2.33473
1.12994	1.38004
-nan	-nan
-0.138757	-1.69652
0.062526	-2.62979
0.774067	-0.362173
0.326713	0.0796012
-nan	-nan
-nan	-nan
-nan	-nan
-0.685898	1.47982
-nan	-nan
0.91832	-1.51813
0.754985	-0.149268
0.959434	0.253861
1.21995	-0.752432
-1.05902	-0.305802
-nan	-nan
-2.64238	-0.0653884
-nan	-nan
-nan	-nan
-0.31564	0.460305
1.96612	1.95483
1.04356	0.139123
0.738728	0.27153
0.181949	-1.86869
-0.929613	1.51313
-nan	-nan
-nan	-nan
-0.223181	0.99159
0.49899	-0.600263
-nan	-nan
0.389064	-1.51511
-nan	-nan
0.717541	0.855915
0.780145	0.284975
0.408564	-0.688634
0.194969	-1.74065
1.64567	-0.874814
1.23901	0.338503
-0.395017	-0.140758
0.993713	-0.181765
-nan	-nan
-0.0700257	-0.462433
-0.475448	0.848495
-nan	-nan
-nan	-nan
-nan	-nan
-0.83616	1.38545
0.141665	-0.913283
0.215033	-3.12611
0.716986	-0.817594
0.620937	-1.56457
-0.0837434	-1.78945
1.09172	-1.20875
0.684354	0.418001
0.775478	1.27874
-0.87404	0.455547
0.996155	0.214924
0.582829	-0.863664
-1.16553	1.91159
-1.6501	-0.423681
0.902425	-0.839691
-nan	-nan
0.164708	0.0280372
-1.50796	-0.0403463
-nan	-nan
1.41698	0.87468
-0.631419	-0.705371
-nan	-nan
0.0639894	1.56412
0.396469	-1.05501
0.0820466	1.51762
1.10556	-0.350123
-2.05412	0.798048
0.369895	1.39436
-0.335572	0.353663
-nan	-nan
-0.452774	-0.291137
-nan	-nan
0.721208	-0.523422
0.244325	1.0024
-1.01144	-0.713833
0.245802	-3.0913
0.167628	-2.62045
-nan	-nan
-nan	-nan
-0.89939	0.546595
-nan	-nan
-nan	-nan
0.793472	1.86176
0.29835	0.175581
0.02309	-1.17112
1.55623	1.04689
-0.762745	1.53842
0.740226	-0.948828
-nan	-nan
-nan	-nan
1.60957	1.50633
0.314561	-0.809289
-nan	-nan
-0.315208	-0.261182
-nan	-nan
0.373825	0.257787
-nan	-nan
-nan	-nan
0.494589	1.08601
0.400625	-0.995246
-nan	-nan
1.2485	-0.662895
-0.46367	-0.0175244
-nan	-nan
1.05324	0.664438
-1.25329	-0.430411
-0.480885	0.762849
0.0855955	-1.8843
0.961767	0.378243
-0.0363424	1.16186
0.53658	-0.144313
0.774368	-1.40973
-2.19983	0.417445
-nan	-nan
-0.55947	1.10126
-0.860545	-0.478396
-nan	-nan
0.413841	-0.884014
-0.553236	-1.48734
-0.3779	-0.324011
0.536304	-0.200978
0.426315	-1.36499
-nan	-nan
0.0106677	-0.575211
-nan	-nan
0.660701	0.309795
-2.31777	0.421888
-nan	-nan
-nan	-nan
1.4651	-0.640298
-nan	-nan
-nan	-nan
1.11511	-0.445111
-0.659252	-0.562709
1.07132	-1.52213
-2.1368	1.49357
-nan	-nan
0.43435	0.571087
-0.574685	-0.334781
-nan	-nan
-0.697176	0.874652
0.533547	2.10414
-1.95703	-0.0600138
-1.25223	-1.56909
0.294824	-0.955631
1.62199	0.256979
-0.447707	-0.042281
0.259717	1.11666
0.642252	0.524703
-0.818561	-0.103551
-0.914452	0.0150031
-nan	-nan
0.125835	1.5819
1.30669	1.58535
-0.579322	0.000513904
-0.143427	-1.97173
-nan	-nan
0.477771	0.0980566
0.259293	-2.15812
-nan	-nan
-0.224959	1.87437
2.06033	0.0275424
-0.676873	-0.487249
-nan	-nan
-0.362094	-0.0494982
-0.172716	-0.978332
0.665236	-0.103259
1.05267	-0.105572
-1.41321	-0.0616594
-0.326548	-0.212624
0.212922	0.0362512
0.375432	-1.7129
2.46476	0.256286
-nan	-nan
0.293903	0.262405
-1.20627	-0.827612
0.0423979	0.762484
0.906584	0.492733
-0.501507	-0.495832
0.622669	-1.08651
0.249556	-0.804447
-1.84991	0.678531
0.147143	-1.40587
-nan	-nan
0.371433	-0.754583
0.14987	0.0553848
1.86951	0.141237
0.34369	-0.143251
-nan	-nan
-0.154013	0.983612
0.963341	1.42021
-0.446319	-0.544282
0.157736	-0.539465
0.395782	0.365986
-1.64448	0.0606137
-nan	-nan
1.13342	-1.60834
-0.198908	-1.10538
2.2333	-1.92747
0.47141	-0.346851
0.303579	1.17105
0.576768	-0.296752
-0.420326	0.978317
1.4062	-1.58282
0.13625	-0.384746
-1.03236	-0.897659
1.67765	-0.111992
-0.81562	-2.153
0.356945	-1.83052
-0.608594	0.564472
0.619651	-0.583648
1.77217	-0.984973
0.12495	-0.868729
0.125709	-0.925819
1.50809	-2.10197
-0.413075	-0.868955
-0.756938	-0.849962
-1.17014	2.01975
-nan	-nan
-nan	-nan
-0.369859	-0.224263
-nan	-nan
1.72501	-0.120884
-0.890665	-0.6962
1.38163	-0.471482
-0.671158	0.124898
0.798091	1.46556
-nan	-nan
1.3457	0.210427
-1.38722	-0.847385
0.342112	0.0791531
0.0416967	-1.57748
-nan	-nan
-nan	-nan
-nan	-nan
0.225422	-0.628109
-0.570717	0.249258
-nan	-nan
-0.0748323	-0.0824817
-nan	-nan
0.129244	-1.22196
0.0852642	-1.21246
1.05418	0.0522643
-1.09715	1.24071
-0.646976	0.168614
-nan	-nan
-1.46637	0.32245
-0.0952485	-0.182873
0.0105921	-1.01762
0.439573	-0.00830722
0.529635	0.151459
0.0660719	-0.444045
-1.9554	-0.133033
1.18635	-0.0876672
0.143542	0.544051
-0.272048	-1.13385
-nan	-nan
-nan	-nan
-0.598087	2.12506
2.02643	0.320413
-0.934243	0.863857
2.64681	-0.904203
-0.503568	0.802222
0.190067	1.44446
0.63005	0.0204653
-0.299223	0.547905
-nan	-nan
0.768094	-0.0876409
-0.665945	1.15359
-nan	-nan
1.2677	-0.8904
-nan	-nan
-1.65134	-0.606418
0.75767	0.587191
-0.731134	-0.0225344
-1.14563	-0.90977
-0.450147	0.529509
1.45261	0.00279678
1.23611	-1.16998
-1.43948	0.889942
1.13947	0.24473
0.0146337	0.269942
-2.24929	-1.41126
-0.333301	1.51841
-1.28364	-0.63905
-nan	-nan
0.512098	0.822453
-nan	-nan
-1.47587	0.61302
1.14377	-0.877737
-nan	-nan
0.965631	-1.40548
1.1676	-0.23102
1.41673	0.0950595
0.188267	-0.288447
-1.04843	0.338441
1.1766	1.22549
0.210914	-0.823033
-nan	-nan
0.941684	-0.358474
-1.68372	1.65773
-0.359273	-0.752126
-0.180726	-0.919179
-0.726406	0.335629
0.465806	0.784468
-nan	-nan
0.978463	0.369999
-0.576686	0.285367
-nan	-nan
-0.485281	0.575266
-nan	-nan
-0.680492	1.97281
-nan	-nan
0.535421	-0.685478
-0.786841	0.227169
3.20129	0.495028
-0.360714	0.432477
1.43154	1.43588
-nan	-nan
-1.23438	1.06599
0.75249	-1.67061
-1.56835	-2.36686
0.698836	0.0944236
-nan	-nan
-0.68697	-2.13443
1.22778	-0.192972
0.973319	-0.913779
-0.315587	0.222577
-0.404845	0.857721
0.584387	-0.0992228
-2.98665	-1.74769
0.487522	0.207486
-1.97543	0.690334
-1.07721	-1.11353
-1.51696	0.84712
-nan	-nan
0.808798	-0.12771
-0.423953	0.875218
0.220346	-0.012362
1.12198	-0.157454
0.866283	0.501218
0.914457	0.162166
-nan	-nan
-1.03359	-1.32388
0.752345	-0.414109
1.26399	-0.86981
1.14129	0.626824
-nan	-nan
-1.11052	-0.640152
-2.80064	0.307197
0.568198	-0.123327
-0.294958	0.991929
0.785336	0.510709
0.534884	0.794797
-1.29553	0.340475
-nan	-nan
-0.556111	-0.80423
0.5844	-1.47238
-nan	-nan
0.0718154	-0.573525
-0.97741	-0.824242
-0.0935928	-0.384483
0.62243	-0.1243
-0.265481	-0.269917
1.49847	0.569305
1.05675	1.25914
-nan	-nan
0.227727	1.22966
0.941133	-0.745176
0.0828596	0.237204
-nan	-nan
-nan	-nan
-0.955015	0.22807
-0.826075	-1.55958
0.0535774	0.637973
-0.641399	1.14336
-0.911292	0.782479
0.451122	-0.45759
-nan	-nan
-0.333135	0.775873
-nan	-nan
1.90472	1.62538
-nan	-nan
-0.361091	1.18164
-0.117417	-0.679654
0.930316	-0.674058
-nan	-nan
-0.187177	-1.00817
-0.438741	1.13279
-0.159545	0.815504
0.770558	0.736337
-nan	-nan
-2.52926	2.60662
-1.16268	0.466149
-1.28115	3.26657
0.0170424	-0.735122
0.0429583	-0.884257
1.91724	1.06792
-nan	-nan
-1.0876	1.67424
-nan	-nan
-nan	-nan
